MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,NB_OPTION_OBLIGATOIRE,NB_OPTION_FACULTATIF,RENFORCEMENT_LANGUE,DUREE_PROJET,DUREE_STAGE,HORAIRE,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_9,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE
2112550211.0,211.0,43025502,1.0,1.0,1F2   25502,1F2 GENIE ELECTRONIQUE,01/09/1992,31/08/1993,1.0,0.0,0.0,N,0.0,0.0,N,O,22122825502,221228255,02/04/1996,1f2 genie electronique,
2122550211.0,212.0,43025502,1.0,1.0,TF2   25502,TF2 GENIE ELECTRONIQUE,01/09/1992,31/08/1994,1.0,0.0,0.0,N,0.0,0.0,O,O,22132825502,221328255,27/01/1995,Tf2 genie electronique,
2112200111.0,211.0,43022001,1.0,1.0,1-STI 22001,1_STI GENIE DES MATERIAUX,01/09/1994,31/08/2011,1.0,1.0,,N,,,O,O,22122122001,221221220,01/04/2011,1_sti genie des materiaux,Voir arrêté du 27/05/2010.
2112200411.0,211.0,43022004,1.0,1.0,1-STL 22004,1_STL PHYSIQ.LAB.PROC.IND:OPTQ.PHY.CHIM,01/09/1993,31/08/2011,1.0,1.0,,N,,,O,O,22122322004,221223220,01/04/2011,1_stl physiq.lab.proc.ind:optq.phy.chim,Voir arrêté du 27/05/2010.
2122200411.0,212.0,43022004,1.0,1.0,T-STL 22004,T_STL PHYSIQ.LAB.PROC.IND:OPTQ.PHY.CHIM,01/09/1994,31/08/2012,3.0,1.0,,N,,,O,O,22132322004,221323220,04/05/2011,T_stl physiq.lab.proc.ind:optq.phy.chim,Voir arrêté du 27/05/2010.
2422310233.0,242.0,50023102,3.0,3.0,3CAP3 23102,3CAP3 CONDUCTEUR ENGINS CHANTIER T.P.,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23330023102,233300231,27/01/1995,3cap3 conducteur engins chantier t.p.,
2413110421.0,241.0,50031104,2.0,1.0,1CAP2 31104,1CAP2 DEMENAGEUR PROFESSIONNEL,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23210031104,232100311,27/01/1995,1cap2 demenageur professionnel,
2413110422.0,241.0,50031104,2.0,2.0,2CAP2 31104,2CAP2 DEMENAGEUR PROFESSIONNEL,01/09/1992,31/08/1994,3.0,0.0,1.0,N,0.0,0.0,N,O,23220031104,232200311,27/01/1995,2cap2 demenageur professionnel,
2423110433.0,242.0,50031104,3.0,3.0,3CAP3 31104,3CAP3 DEMENAGEUR PROFESSIONNEL,01/09/1992,31/08/1994,3.0,0.0,1.0,N,0.0,0.0,N,O,23330031104,233300311,27/01/1995,3cap3 demenageur professionnel,
2413110121.0,241.0,50031101,2.0,1.0,1CAP2 31101,1CAP2 CONDUCTEUR ROUTIER,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,23210031101,232100311,27/01/1995,1cap2 conducteur routier,
2423110133.0,242.0,50031101,3.0,3.0,3CAP3 31101,3CAP3 CONDUCTEUR ROUTIER,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23330031101,233300311,27/01/1995,3cap3 conducteur routier,
2412310921.0,241.0,50023109,2.0,1.0,1CAP2 23109,1CAP2 CONDUITE D'ENGINS DE TRVX PUBLICS,01/09/1992,31/08/2006,3.0,1.0,,N,,,O,O,23210023109,232100231,05/04/2006,1cap2 conduite d'engins de trvx publics,
2412310922.0,241.0,50023109,2.0,2.0,2CAP2 23109,2CAP2 CONDUITE D'ENGINS DE TRVX PUBLICS,01/09/1992,31/08/2007,3.0,1.0,,N,,,O,O,23220023109,232200231,05/04/2006,2cap2 conduite d'engins de trvx publics,
2413110521.0,241.0,50031105,2.0,1.0,1CAP2 31105,1CAP2 CONDUITE ROUTIERE,01/09/1992,31/08/2007,3.0,1.0,,N,,,O,O,23210031105,232100311,15/05/2007,1cap2 conduite routiere,
2413110522.0,241.0,50031105,2.0,2.0,2CAP2 31105,2CAP2 CONDUITE ROUTIERE,01/09/1992,31/08/2008,3.0,1.0,,N,,,O,O,23220031105,232200311,15/05/2007,2cap2 conduite routiere,
2413110622.0,241.0,50031106,2.0,2.0,2CAP2 31106,2CAP2 COND.SYSTM.& VEHIC.DE MANUTENTION,01/09/1993,31/08/2002,3.0,1.0,1.0,N,0.0,0.0,O,O,23220031106,232200311,18/05/2001,2cap2 cond.systm.& vehic.de manutention,
2413110221.0,241.0,50031102,2.0,1.0,1CAP2 31102,1CAP2 DEMENAGEUR PROFESSIONNEL,01/09/1993,31/08/2010,3.0,1.0,,N,,,O,O,23210031102,232100311,22/04/2010,1cap2 demenageur professionnel,
2413110222.0,241.0,50031102,2.0,2.0,2CAP2 31102,2CAP2 DEMENAGEUR PROFESSIONNEL,01/09/1993,31/08/2011,3.0,1.0,,N,,,O,O,23220031102,232200311,29/04/2010,2cap2 demenageur professionnel,GH1 P
2413111121.0,241.0,50031111,2.0,1.0,1CAP2 31111,1CAP2 AGT ACCUEIL CONDUITE ROUT.VOYAG,01/09/1993,31/08/1999,3.0,0.0,1.0,N,0.0,4.0,O,O,23210031111,232100311,05/11/1998,1cap2 agt accueil conduite rout.voyag,
2412512921.0,241.0,50025129,2.0,1.0,1CAP2 25129,1CAP2 TRANSP.PAR CABL-REMONTEES MECANIQ,01/09/1992,31/08/2000,3.0,0.0,1.0,N,0.0,0.0,O,O,23210025129,232100251,15/12/1999,1cap2 transp.par cabl-remontees mecaniq,
2412512922.0,241.0,50025129,2.0,2.0,2CAP2 25129,2CAP2 TRANSP.CABL-REMONT.MECA.(SES.RAT.),01/09/1992,31/08/2001,3.0,0.0,1.0,N,0.0,0.0,O,O,23220025129,232200251,15/12/1999,2cap2 transp.cabl-remont.meca.(ses.rat.),
2412270222.0,241.0,50022702,2.0,2.0,2CAP2 22702,2CAP2 COND.CHAUFFERIE_A: BASSE TEMPERAT,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23220022702,232200227,27/01/1995,2cap2 cond.chaufferie_a: basse temperat,
2422270233.0,242.0,50022702,3.0,3.0,3CAP3 22702,3CAP3 COND.CHAUFFERIE_A: BASSE TEMPERAT,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23330022702,233300227,27/01/1995,3cap3 cond.chaufferie_a: basse temperat,
2412270321.0,241.0,50022703,2.0,1.0,1CAP2 22703,1CAP2 COND.CHAUFFERIE_B: HAUTE TEMPERAT,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,23210022703,232100227,27/01/1995,1cap2 cond.chaufferie_b: haute temperat,
2412270322.0,241.0,50022703,2.0,2.0,2CAP2 22703,2CAP2 COND.CHAUFFERIE_B: HAUTE TEMPERAT,01/09/1992,31/08/1993,3.0,0.0,0.0,N,0.0,0.0,N,O,23220022703,232200227,27/01/1995,2cap2 cond.chaufferie_b: haute temperat,
2413430221.0,241.0,50034302,2.0,1.0,1CAP2 34302,1CAP2 MAINTENANCE ET HYGIENE DES LOCAUX,01/09/1992,31/08/1997,3.0,0.0,1.0,N,0.0,0.0,O,O,23210034302,232100343,06/01/1997,1cap2 maintenance et hygiene des locaux,
2413430222.0,241.0,50034302,2.0,2.0,2CAP2 34302,2CAP2 MAINTENANCE ET HYGIENE DES LOCAUX,01/09/1992,31/08/1997,3.0,0.0,1.0,N,0.0,0.0,O,O,23220034302,232200343,06/01/1997,2cap2 maintenance et hygiene des locaux,
3112110822.0,311.0,32021108,2.0,2.0,2BTS2 21108,2BTS2 ECONOMIE & TECHNIQ ENTRP.AGRICOLE,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32221021108,322210211,27/01/1995,2bts2 economie & techniq entrp.agricole,
3112100622.0,311.0,32021006,2.0,2.0,2BTS2 21006,2BTS2 ANALYSE & CONDUITE SYSTM.EXPLOIT.,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32221021006,322210210,27/01/1995,2bts2 analyse & conduite systm.exploit.,
3112120721.0,311.0,32021207,2.0,1.0,1BTS2 21207,1BTS2 TECHNICO-COMMERCIAL,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32211021207,322110212,27/01/1995,1bts2 technico-commercial,
3112120722.0,311.0,32021207,2.0,2.0,2BTS2 21207,2BTS2 TECHNICO-COMMERCIAL,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32221021207,322210212,27/01/1995,2bts2 technico-commercial,
3112310121.0,311.0,32023101,2.0,1.0,1BTS2 23101,1BTS2 GEOLOGUE PROSPECTEUR,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32211023101,322110231,27/01/1995,1bts2 geologue prospecteur,
3112310122.0,311.0,32023101,2.0,2.0,2BTS2 23101,2BTS2 GEOLOGUE PROSPECTEUR,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32221023101,322210231,27/01/1995,2bts2 geologue prospecteur,
3112300121.0,311.0,32023001,2.0,1.0,1BTS2 23001,1BTS2 ADJOINT TECHNIQ.D'ENTREPRISES T.P,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32211023001,322110230,27/01/1995,1bts2 adjoint techniq.d'entreprises t.p,
3112300122.0,311.0,32023001,2.0,2.0,2BTS2 23001,2BTS2 ADJOINT TECHNIQ.D'ENTREPRISES T.P,01/09/1992,02/09/1992,3.0,0.0,0.0,N,0.0,0.0,N,O,32221023001,322210230,27/01/1995,2bts2 adjoint techniq.d'entreprises t.p,
3112310221.0,311.0,32023102,2.0,1.0,1BTS2 23102,1BTS2 GEOMETRE-EXPERT EXAMEN PRELIMIN.,01/09/1992,31/08/1994,3.0,0.0,0.0,N,0.0,0.0,N,O,32211023102,322110231,27/01/1995,1bts2 geometre-expert examen prelimin.,
2423340631.0,242.0,50033406,3.0,1.0,1CAP3 33406,1CAP3 CAFE BRASSERIE,01/09/1995,31/08/2002,3.0,1.0,0.0,N,0.0,0.0,O,O,23310033406,233100334,22/03/2002,1cap3 cafe brasserie,
2423340731.0,242.0,50033407,3.0,1.0,1CAP3 33407,1CAP3 HEBERGEMENT,01/09/1995,31/08/2002,3.0,1.0,0.0,N,0.0,0.0,O,O,23310033407,233100334,11/10/2001,1cap3 hebergement,
2422212331.0,242.0,50022123,3.0,1.0,1CAP3 22123,1CAP3 CUISINE,01/09/1995,31/08/2002,3.0,1.0,0.0,N,0.0,0.0,O,O,23310022123,233100221,11/10/2001,1cap3 cuisine,
3011104821.0,301.0,37011048,2.0,1.0,1MP2IS2INF,CPGE1  MP2I S2 SC.INF. (MAT.PH.ING.INF),01/09/2021,,1.0,1.0,,N,,,O,O,31111111048,311111110,11/06/2021,Cpge1 mp2i 2ème période option sc. informatiques (mat.phy.ing.info.),"Seconde période, option sciences informatiques choisie"
2423440131.0,242.0,50034401,3.0,1.0,1CAP3 34401,1CAP3 AGENT PREVENTION ET SECURITE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310034401,233100344,17/09/2001,1cap3 agent prevention et securite,
2422513231.0,242.0,50025132,3.0,1.0,1CAP3 25132,1CAP3 PRODUC.AUTOMA.CABLES ENERG. TEL.,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310025132,233100251,22/03/2002,1cap3 produc.automa.cables energ. tel.,
2422271131.0,242.0,50022711,3.0,1.0,1CAP3 22711,1CAP3 LOGISTIQUE NUCLEAIRE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310022711,233100227,22/03/2002,1cap3 logistique nucleaire,
2423430531.0,242.0,50034305,3.0,1.0,1CAP3 34305,1CAP3 GESTION DECHETS PROPRETE URBAINE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310034305,233100343,22/03/2002,1cap3 gestion dechets proprete urbaine,
3112310321.0,311.0,32023103,2.0,1.0,1BTS2 23103,1BTS2 GEOLOGIE APPLIQUEE,01/09/1992,31/08/2019,3.0,1.0,,N,,,O,O,32211023103,322110231,17/05/2019,1bts2 geologie appliquee,
2422099931.0,242.0,50020999,3.0,1.0,1CAP3 20999,1CAP3 DO20 : SPEC.PLURI-TECHNO DE PROD.,01/09/1995,31/08/2002,3.0,0.0,0.0,N,0.0,0.0,N,O,23310020999,233100209,27/05/2002,1cap3 do20 : spec.pluri-techno de prod.,
2422199931.0,242.0,50021999,3.0,1.0,1CAP3 21999,"1CAP3 DO21 : AGRICULTURE, PECHE, FORET",01/09/1995,31/08/2002,3.0,0.0,0.0,N,0.0,0.0,N,O,23310021999,233100219,27/05/2002,"1cap3 do21 : agriculture, peche, foret",
2422299931.0,242.0,50022999,3.0,1.0,1CAP3 22999,1CAP3 DO22 : TRANSFORMATIONS,01/09/1995,31/08/2002,3.0,0.0,0.0,N,0.0,0.0,N,O,23310022999,233100229,27/05/2002,1cap3 do22 : transformations,
2712121321.0,271.0,50321213,2.0,1.0,1CAP2A21213,1CAP2A PRODUCTIONS AQUACOLES BPAM,01/09/1996,31/08/2020,3.0,,,N,,,N,N,23211021213,232110212,28/08/2020,1cap2a productions aquacoles bpam,
2513220621.0,251.0,40132206,2.0,1.0,1BMA2 32206,1BMA2 ARTS DE LA RELIURE ET DORURE,01/09/1992,31/08/2019,3.0,1.0,,N,,,O,O,23C10032206,23C100322,23/05/2019,1bma2 arts de la reliure et dorure,
2422430931.0,242.0,50024309,3.0,1.0,1CAP3 24309,1CAP3 MAROQUINERIE,01/09/1995,31/08/1998,3.0,0.0,1.0,N,0.0,0.0,O,O,23310024309,233100243,28/05/1998,1cap3 maroquinerie,
2422431031.0,242.0,50024310,3.0,1.0,1CAP3 24310,1CAP3 SELLERIE GENERALE,01/09/1995,31/08/1998,3.0,0.0,1.0,N,0.0,0.0,O,O,23310024310,233100243,28/05/1998,1cap3 sellerie generale,
2422431131.0,242.0,50024311,3.0,1.0,1CAP3 24311,1CAP3 SELLIER HARNACHEUR,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310024311,233100243,22/03/2002,1cap3 sellier harnacheur,
2422431231.0,242.0,50024312,3.0,1.0,1CAP3 24312,1CAP3 FABRICATION DE VETEMENTS DE PEAUX,01/09/1995,31/08/1998,3.0,0.0,1.0,N,0.0,0.0,O,O,23310024312,233100243,28/05/1998,1cap3 fabrication de vetements de peaux,
2712121322.0,271.0,50321213,2.0,2.0,2CAP2A21213,2CAP2A PRODUCTIONS AQUACOLES BPAM,01/09/1996,31/08/2020,3.0,,,N,,,N,N,23221021213,232210212,28/08/2020,2cap2a productions aquacoles bpam,
2422341031.0,242.0,50023410,3.0,1.0,1CAP3 23410,1CAP3 EBENISTE,01/09/1995,31/08/2001,3.0,0.0,1.0,N,0.0,0.0,O,O,23310023410,233100234,21/09/2000,1cap3 ebeniste,
2422260731.0,242.0,50022607,3.0,1.0,1CAP3 22607,1CAP3 PREMIERE TRANSFORMATION DU BOIS,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310022607,233100226,22/03/2002,1cap3 premiere transformation du bois,
2422340131.0,242.0,50023401,3.0,1.0,1CAP3 23401,1CAP3 CHARPENTE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310023401,233100234,22/03/2002,1cap3 charpente,
2422342131.0,242.0,50023421,3.0,1.0,1CAP3 23421,1CAP3 CONDUCTEUR OPERATEUR IND.DU BOIS,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310023421,233100234,22/03/2002,1cap3 conducteur operateur ind.du bois,
2422342431.0,242.0,50023424,3.0,1.0,1CAP3 23424,1CAP3 MENUISERIE AGENCEMENT,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310023424,233100234,22/03/2002,1cap3 menuiserie agencement,
2422342531.0,242.0,50023425,3.0,1.0,1CAP3 23425,1CAP3 FABR.INDUST.MOBILIER & MENUISERIE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310023425,233100234,22/03/2002,1cap3 fabr.indust.mobilier & menuiserie,
2422310931.0,242.0,50023109,3.0,1.0,1CAP3 23109,1CAP3 CONDUITE D'ENGINS DE TRVX PUBLICS,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310023109,233100231,22/03/2002,1cap3 conduite d'engins de trvx publics,
2423110531.0,242.0,50031105,3.0,1.0,1CAP3 31105,1CAP3 CONDUITE ROUTIERE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310031105,233100311,22/03/2002,1cap3 conduite routiere,
2423110631.0,242.0,50031106,3.0,1.0,1CAP3 31106,1CAP3 COND.SYSTM.& VEHIC.DE MANUTENTION,01/09/1995,31/08/2001,3.0,1.0,1.0,N,0.0,0.0,O,O,23310031106,233100311,21/09/2000,1cap3 cond.systm.& vehic.de manutention,
2423110231.0,242.0,50031102,3.0,1.0,1CAP3 31102,1CAP3 DEMENAGEUR PROFESSIONNEL,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310031102,233100311,22/03/2002,1cap3 demenageur professionnel,
2423111131.0,242.0,50031111,3.0,1.0,1CAP3 31111,1CAP3 AGT ACCUEIL CONDUITE ROUT.VOYAG,01/09/1995,31/08/1999,3.0,0.0,1.0,N,0.0,0.0,O,O,23310031111,233100311,05/11/1998,1cap3 agt accueil conduite rout.voyag,
3902409911.0,390.0,36024099,1.0,1.0,1PD3-124099,1PD3_1 SPEC.PLURITECHNO MATERIAUX SOUPL.,01/09/1996,,1.0,0.0,0.0,N,0.0,0.0,N,O,52110024099,521100240,24/03/1996,1pd3_1 spec.pluritechno materiaux soupl.,
3903009911.0,390.0,36030099,1.0,1.0,1PD3-130099,1PD3_1 SPEC.PLURIVALENTES DES SERVICES,01/09/1996,,1.0,0.0,0.0,N,0.0,0.0,N,O,52110030099,521100300,24/03/1996,1pd3_1 spec.plurivalentes des services,
3903109911.0,390.0,36031099,1.0,1.0,1PD3-131099,1PD3_1 SPEC.PLURIVAL.ECHANGES & GESTION,01/09/1996,,1.0,0.0,0.0,N,0.0,0.0,N,O,52110031099,521100310,24/03/1996,1pd3_1 spec.plurival.echanges & gestion,
3903209911.0,390.0,36032099,1.0,1.0,1PD3-132099,1PD3_1 SPEC.PLURIVAL.DE LA COMMUNICATION,01/09/1996,,1.0,0.0,0.0,N,0.0,0.0,N,O,52110032099,521100320,24/03/1996,1pd3_1 spec.plurival.de la communication,
3903309911.0,390.0,36033099,1.0,1.0,1PD3-133099,1PD3_1 SPEC.PLURIV.SANITAIRES & SOCIALES,01/09/1996,,1.0,0.0,0.0,N,0.0,0.0,N,O,52110033099,521100330,24/03/1996,1pd3_1 spec.pluriv.sanitaires & sociales,
7512099911.0,751.0,48220999,1.0,1.0,MDAL4 20999,MDAL4 DO20 : SPEC.PLURI-TECHNO DE PROD.,01/09/1995,31/08/2012,3.0,0.0,0.0,N,0.0,0.0,N,O,46210020999,462100209,16/05/2012,Mdal4 do20 : spec.pluri-techno de prod.,
7512199911.0,751.0,48221999,1.0,1.0,MDAL4 21999,"MDAL4 DO21 : AGRICULTURE, PECHE, FORET",01/09/1995,31/08/2012,3.0,0.0,0.0,N,0.0,0.0,N,O,46210021999,462100219,16/05/2012,"Mdal4 do21 : agriculture, peche, foret",
7512299911.0,751.0,48222999,1.0,1.0,MDAL4 22999,MDAL4 DO22 : TRANSFORMATIONS,01/09/1995,31/08/2012,3.0,0.0,0.0,N,0.0,0.0,N,O,46210022999,462100229,16/05/2012,Mdal4 do22 : transformations,
7512399911.0,751.0,48223999,1.0,1.0,MDAL4 23999,"MDAL4 DO23 : GENIE CIVIL, CONSTR.& BOIS",01/09/1995,31/08/2012,3.0,0.0,0.0,N,0.0,0.0,N,O,46210023999,462100239,16/05/2012,"Mdal4 do23 : genie civil, constr.& bois",
7512499911.0,751.0,48224999,1.0,1.0,MDAL4 24999,MDAL4 DO24 : MATERIAUX SOUPLES,01/09/1995,31/08/2012,3.0,0.0,0.0,N,0.0,0.0,N,O,46210024999,462100249,16/05/2012,Mdal4 do24 : materiaux souples,
2422330833.0,242.0,50023308,3.0,3.0,3CAP3 23308,3CAP3 PLATRERIE PEINTURE,01/09/1995,31/08/2004,3.0,1.0,,N,,,O,O,23330023308,233300233,18/09/2002,3cap3 platrerie peinture,
3713000121.0,371.0,32330001,2.0,1.0,1BTS2A30001,1BTS2A DEV ANIM TERR RURAUX,01/09/2012,,3.0,,,N,,,N,N,32212030001,322120300,23/05/2012,"1bts2a developpement, animation des territoires ruraux",
3103130111.0,310.0,32031301,1.0,1.0,1BTS1 31301,1BTS1 ASSURANCE,01/09/1995,31/08/1998,3.0,0.0,2.0,N,0.0,0.0,N,O,32111031301,321110313,18/05/2012,1bts1 assurance,
3103140411.0,310.0,32031404,1.0,1.0,1BTS1 31404,1BTS1 INFORMATIQUE DE GESTION,01/09/1995,31/08/1997,3.0,0.0,1.0,N,0.0,0.0,N,O,32111031404,321110314,18/05/2012,1bts1 informatique de gestion,
3103110111.0,310.0,32031101,1.0,1.0,1BTS1 31101,1BTS1 TRANSPORT,01/09/1995,31/08/2012,3.0,1.0,,N,,,N,O,32111031101,321110311,18/05/2012,1bts1 transport,
3102340711.0,310.0,32023407,1.0,1.0,1BTS1 23407,1BTS1 TECHNICO-COMMERC.: BOIS DERIVES,01/09/1995,31/08/2007,3.0,1.0,,N,,,N,O,32111023407,321110234,18/05/2012,1bts1 technico-commerc.: bois derives,
3102500311.0,310.0,32025003,1.0,1.0,1BTS1 25003,1BTS1 TECHNICO-COMMERC: GENIE ELEC.MECA,01/09/1995,31/08/2007,3.0,1.0,,N,,,N,O,32111025003,321110250,18/05/2012,1bts1 technico-commerc: genie elec.meca,
3102400411.0,310.0,32024004,1.0,1.0,1BTS1 24004,1BTS1 TECHNICO-COMMERC : MATERX SOUPLES,01/09/1995,31/08/2007,3.0,1.0,,N,,,N,O,32111024004,321110240,18/05/2012,1bts1 technico-commerc : materx souples,
3011104922.0,301.0,37011049,2.0,2.0,2MPI,CPGE2  MPI (MATH. PHYSIQ. INFORMATIQUE),01/09/2022,,1.0,1.0,,N,,,O,O,31121111049,311211110,11/06/2021,"2cpge2 mpi (mathématiques, physique, informatique)",
3103120311.0,310.0,32031203,1.0,1.0,1BTS1 31203,1BTS1 COMMERCE INTERNATIONAL,01/09/1995,31/08/2008,3.0,1.0,,N,,,N,O,32111031203,321110312,18/05/2012,1bts1 commerce international,
3103220411.0,310.0,32032204,1.0,1.0,1BTS1 32204,1BTS1 EDITION,01/09/1995,31/08/2014,3.0,1.0,,N,,,N,O,32111032204,321110322,24/04/2013,1bts1 edition,
3103120611.0,310.0,32031206,1.0,1.0,1BTS1 31206,1BTS1 ACTION COMMERCIALE,01/09/1995,31/08/2005,3.0,1.0,,N,,,N,O,32111031206,321110312,18/05/2012,1bts1 action commerciale,
3103120711.0,310.0,32031207,1.0,1.0,1BTS1 31207,1BTS1 FORCE DE VENTE,01/09/1995,31/08/2005,3.0,1.0,,N,,,N,O,32111031207,321110312,18/05/2012,1bts1 force de vente,
3103120811.0,310.0,32031208,1.0,1.0,1BTS1 31208,1BTS1 FORCE DE VENTE SPECIALISATN.AUTO.,01/09/1995,31/08/1997,3.0,0.0,0.0,N,0.0,0.0,N,O,32111031208,321110312,06/12/1996,1bts1 force de vente specialisatn.auto.,
3103210211.0,310.0,32032102,1.0,1.0,1BTS1 32102,1BTS1 COMMUNICATN & ACTION PUBLICITAIR.,01/09/1995,31/08/1996,3.0,0.0,1.0,N,0.0,0.0,N,O,32111032102,321110321,02/04/1996,1bts1 communicatn & action publicitair.,
3103340811.0,310.0,32033408,1.0,1.0,1BTS1 33408,1BTS1 TOURISM.LOISIRS_A: CONCEP.COMMERC,01/09/1995,31/08/2002,3.0,0.0,4.0,N,0.0,0.0,N,O,32111033408,321110334,18/05/2012,1bts1 tourism.loisirs_a: concep.commerc,
3103340911.0,310.0,32033409,1.0,1.0,1BTS1 33409,1BTS1 TOURISM.LOISIRS_B: ACCUEIL ANIMAT,01/09/1995,31/08/2002,3.0,0.0,5.0,N,0.0,0.0,N,O,32111033409,321110334,18/05/2012,1bts1 tourism.loisirs_b: accueil animat,
3102000311.0,310.0,32020003,1.0,1.0,1BTS1 20003,1BTS1 ESTHETIQUE INDUSTRIELLE,01/09/1995,31/08/1996,3.0,0.0,3.0,N,0.0,0.0,N,O,32111020003,321110200,02/04/1996,1bts1 esthetique industrielle,
3102300611.0,310.0,32023006,1.0,1.0,1BTS1 23006,1BTS1 ARCHITECTURE INTERIEURE,01/09/1995,31/08/2003,3.0,1.0,,N,,,N,O,32111023006,321110230,18/05/2012,1bts1 architecture interieure,
3102240311.0,310.0,32022403,1.0,1.0,1BTS1 22403,1BTS1 ART CERAMIQUE,01/09/1995,31/08/2010,3.0,1.0,,N,,,N,O,32111022403,321110224,18/05/2012,1bts1 art ceramique,
3102330311.0,310.0,32023303,1.0,1.0,1BTS1 23303,1BTS1 PLASTICIEN ENVIRONT.ARCHITECTURAL,01/09/1995,31/08/2003,3.0,1.0,,N,,,N,O,32111023303,321110233,18/05/2012,1bts1 plasticien environt.architectural,
3102420311.0,310.0,32024203,1.0,1.0,1BTS1 24203,1BTS1 STYLISME DE MODE,01/09/1995,31/08/2004,3.0,1.0,,N,,,N,O,32111024203,321110242,18/05/2012,1bts1 stylisme de mode,
3103231211.0,310.0,32032312,1.0,1.0,1BTS1 32312,1BTS1 EXPRESS.VISUEL.: IMAGES COMMUNIC.,01/09/1995,31/08/1997,3.0,0.0,3.0,N,0.0,0.0,N,O,32111032312,321110323,18/05/2012,1bts1 express.visuel.: images communic.,
2422551631.0,242.0,50025516,3.0,1.0,1CAP3 25516,1CAP3 AGT MAINTEN.MATERIELS BUREAUTIQUE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310025516,233100255,22/03/2002,1cap3 agt mainten.materiels bureautique,
2422551731.0,242.0,50025517,3.0,1.0,1CAP3 25517,1CAP3 EQUIPEMENT CONNECTIQUE CONTROLE,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310025517,233100255,22/03/2002,1cap3 equipement connectique controle,
2422551831.0,242.0,50025518,3.0,1.0,1CAP3 25518,1CAP3 INSTAL.TELECOM.& COURANTS FAIBLES,01/09/1995,31/08/2002,3.0,0.0,1.0,N,0.0,0.0,O,O,23310025518,233100255,22/03/2002,1cap3 instal.telecom.& courants faibles,
2423230331.0,242.0,50032303,3.0,1.0,1CAP3 32303,1CAP3 PLUMISTE,01/09/1995,31/08/1997,3.0,0.0,1.0,N,0.0,0.0,O,O,23310032303,233100323,30/08/1996,1cap3 plumiste,
2423220631.0,242.0,50032206,3.0,1.0,1CAP3 32206,1CAP3 REPORTEUR CONDUCTEUR LITHOGRAPHE,01/09/1995,31/08/1997,3.0,0.0,1.0,N,0.0,0.0,O,O,23310032206,233100322,25/09/1996,1cap3 reporteur conducteur lithographe,
2423220731.0,242.0,50032207,3.0,1.0,1CAP3 32207,1CAP3 IMPRIMEUR TAILL-DOUCE & TIMBRAGE,01/09/1995,31/08/1997,3.0,0.0,1.0,N,0.0,0.0,O,O,23310032207,233100322,30/08/1996,1cap3 imprimeur taill-douce & timbrage,
